Placement,Origin,Destination,Advertiser Origin,Advertiser Destination,Average CPC (USD),Average Rank,First Rank Bid (USD),Third Rank Bid (USD),6th Rank Bid (USD),9th Rank Bid (USD),Est. Clicks,Est. Impressions,Est. Spend (USD)
FlyDealFarePanelMOW_US_FPCMP2,DFW,VTZ,DFW,VTZ,0.9,2,1.22,0.91,0.91,0.91,0,4,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,EWR,HYD,EWR,0.25,2.6,1.22,0.26,0.26,0.26,0,5,0
FlyDealFarePanelDOW_US_FPCMP2,RDU,MAA,RDU,MAA,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,COK,LAX,COK,LAX,0.3,3,1.02,0.31,0.31,0.31,0,2,0
FlyDealFarePanelD_US_FPCMP2,WAS,BOM,WAS,BOM,0.95,2.41,1.02,0.96,0.96,0.96,1,2,0.47
FlyDealFarePanelMOW_US_FPCMP2,CHI,DEL,CHI,DEL,0.82,1.63,1.51,1.01,0.83,0.83,0,8,0
FlyDealFarePanelDOW_US_FPCMP2,EWR,BDQ,EWR,BDQ,1.2,1,1.2,1.21,1.21,1.21,1,1,1.2
FlyDealFarePanelMOW_US_FPCMP2,JFK,MAA,JFK,MAA,0.9,2,1.22,0.91,0.91,0.91,1,2,0.9
FlyDealFarePanelDOW_US_FPCMP2,TPA,TRV,TPA,TRV,1.2,1,1.2,1.21,1.21,1.21,0,3,0
FlyDealFarePanelM_US_FPCMP2,AMD,JFK,AMD,JFK,0.45,5.91,1.22,0.82,0.52,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,RDU,DEL,RDU,DEL,1,2,1.22,1.01,1.01,1.01,2,12,2
FlyDealFarePanelM_US_FPCMP2,DFW,VGA,DFW,VGA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,BLR,SEA,BLR,SEA,0.55,4,1.09,0.65,0.56,0.56,1,1,0.27
FlyDealFarePanelM_US_FPCMP2,HYD,RDU,HYD,RDU,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,PHL,BOM,PHL,BOM,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,CHI,ATQ,CHI,ATQ,1,1,1,1.01,1.01,1.01,0,3,0
FlyDealFarePanelM_US_FPCMP2,DEL,DFW,DEL,DFW,0.45,2.27,1.22,0.46,0.46,0.46,0,4,0
FlyDealFarePanelD_US_FPCMP2,FAT,ATQ,FAT,ATQ,0.95,6,1.09,1.01,0.96,0.96,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,COK,IAH,COK,IAH,0.3,4,1.17,0.65,0.31,0.31,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BDQ,PHX,BDQ,PHX,0.25,2,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelD_US_FPCMP2,ATL,DEL,ATL,DEL,0.95,2.56,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelM_US_FPCMP2,ORD,HYD,ORD,HYD,1,2.36,1.51,1.01,1.01,1.01,2,13,2
FlyDealFarePanelM_US_FPCMP2,HYD,NYC,HYD,NYC,0.45,2,0.46,0.46,0.46,0.46,1,3,0.45
FlyDealFarePanelM_US_FPCMP2,NYC,AMD,NYC,AMD,1,1,1,1.01,1.01,1.01,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,PHX,DEL,PHX,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,ATQ,SFO,ATQ,0.92,2,1.22,0.93,0.93,0.93,0,4,0
FlyDealFarePanelM_US_FPCMP2,MSN,DEL,MSN,DEL,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelD_US_FPCMP2,ORD,BOM,ORD,BOM,1.17,1.78,2.37,1.18,1.18,1.18,2,3,1.75
FlyDealFarePanelMOW_US_FPCMP2,HOU,CCU,HOU,CCU,0.75,4,1.51,1.01,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,DFW,COK,DFW,COK,1,2.22,1.22,1.01,1.01,1.01,1,18,1
FlyDealFarePanelMOW_US_FPCMP2,LAS,HYD,LAS,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,AUS,DEL,AUS,DEL,0.75,3,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelM_US_FPCMP2,ATL,BOM,ATL,BOM,1,2.25,1.22,1.01,1.01,1.01,3,9,3
FlyDealFarePanelM_US_FPCMP2,PDX,HYD,PDX,HYD,1,2,1.22,1.01,1.01,1.01,1,3,1
FlyDealFarePanelDOW_US_FPCMP2,ATL,BOM,ATL,BOM,1.2,3,4.1,1.21,1.21,1.21,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,CHI,BOM,CHI,BOM,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAH,COK,IAH,COK,1,2,1.22,1.01,1.01,1.01,0,4,0
FlyDealFarePanelD_US_FPCMP2,HOU,HYD,HOU,HYD,0.95,2.48,1.02,0.96,0.96,0.96,0,4,0
FlyDealFarePanelD_US_FPCMP2,PHL,PNQ,PHL,PNQ,0.95,6,1.21,1.02,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,TPA,COK,TPA,COK,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,JFK,COK,JFK,COK,1,2.47,1.22,1.01,1.01,1.01,2,11,2
FlyDealFarePanelMOW_US_FPCMP2,IAH,DEL,IAH,DEL,0.92,2,1.22,0.93,0.93,0.93,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,COK,ORD,COK,ORD,0.3,4,1.08,0.65,0.31,0.31,1,1,0.15
FlyDealFarePanelM_US_FPCMP2,BOM,HNL,BOM,HNL,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,IND,BOM,IND,BOM,0.95,2,1.02,0.96,0.96,0.96,1,1,0.95
FlyDealFarePanelD_US_FPCMP2,SAV,AMD,SAV,AMD,0.95,2,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelD_US_FPCMP2,SEA,COK,SEA,COK,0.95,3,1.02,0.96,0.96,0.96,2,3,1.42
FlyDealFarePanelM_US_FPCMP2,SRQ,BOM,SRQ,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,HOU,DEL,HOU,DEL,1,2.83,1.22,1.01,1.01,1.01,0,8,0
FlyDealFarePanelMOW_US_FPCMP2,MSP,MAA,MSP,MAA,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,COK,NYC,COK,0.95,2,1.02,0.96,0.96,0.96,0,4,0
FlyDealFarePanelM_US_FPCMP2,HYD,AUS,HYD,AUS,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,DEN,DEL,DEN,DEL,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAD,VTZ,IAD,VTZ,0.95,2,1.02,0.96,0.96,0.96,1,1,0.47
FlyDealFarePanelM_US_FPCMP2,BOM,SFO,BOM,SFO,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,CHI,AMD,CHI,AMD,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CJB,PHX,CJB,PHX,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelD_US_FPCMP2,AUS,AMD,AUS,AMD,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,JFK,HYD,JFK,0.45,2.61,1.22,0.46,0.46,0.46,0,5,0
FlyDealFarePanelMOW_US_FPCMP2,BLR,CLT,BLR,CLT,0.25,2,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelD_US_FPCMP2,DFW,COK,DFW,COK,0.95,3.93,2.55,1.01,0.96,0.96,1,3,0.95
FlyDealFarePanelD_US_FPCMP2,BOS,DED,BOS,DED,0.95,2,1.02,0.96,0.96,0.96,1,1,0.95
FlyDealFarePanelMOW_US_FPCMP2,WAS,HYD,WAS,HYD,0.75,1,0.75,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelDOW_US_FPCMP2,NYC,BOM,NYC,BOM,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,DEL,PHL,DEL,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelD_US_FPCMP2,RDU,HYD,RDU,HYD,0.95,2,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelM_US_FPCMP2,DTT,AMD,DTT,AMD,1,1,1,1.01,1.01,1.01,1,4,1
FlyDealFarePanelD_US_FPCMP2,LAX,KQH,LAX,KQH,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,BOM,MIA,BOM,MIA,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEL,ORD,DEL,ORD,0.45,3,1.22,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,AMD,WAS,AMD,WAS,0.45,1,0.45,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,AUS,BOM,AUS,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,SEA,AMD,SEA,AMD,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,DTW,MAA,DTW,MAA,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAH,DEL,IAH,DEL,1.17,3,3.2,1.18,1.18,1.18,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORD,BOM,ORD,BOM,1,3.39,1.51,1.02,1.01,1.01,1,12,1
FlyDealFarePanelM_US_FPCMP2,IAD,BOM,IAD,BOM,1,2,1.22,1.01,1.01,1.01,1,10,1
FlyDealFarePanelM_US_FPCMP2,ATL,VTZ,ATL,VTZ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,NYC,CCU,NYC,CCU,1,1.24,1.01,1.01,1.01,1.01,1,5,1
FlyDealFarePanelM_US_FPCMP2,TUL,AMD,TUL,AMD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BWI,DEL,BWI,DEL,1,2.52,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelM_US_FPCMP2,RDU,HYD,RDU,HYD,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelD_US_FPCMP2,CHI,IDR,CHI,IDR,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,DFW,BLR,DFW,BLR,0.95,2.74,1.09,1.01,0.96,0.96,2,9,1.42
FlyDealFarePanelM_US_FPCMP2,TUL,DEL,TUL,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,CLT,HYD,CLT,HYD,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,HFD,HYD,HFD,HYD,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CCU,JFK,CCU,JFK,0.25,3,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelM_US_FPCMP2,RDU,BOM,RDU,BOM,1,2,1.22,1.01,1.01,1.01,1,10,1
FlyDealFarePanelM_US_FPCMP2,ORD,COK,ORD,COK,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelD_US_FPCMP2,ATL,BLR,ATL,BLR,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,PHL,AMD,PHL,0.25,3,1.22,0.26,0.26,0.26,1,2,0.25
FlyDealFarePanelDOW_US_FPCMP2,IXM,SFO,IXM,SFO,0.3,2,1.02,0.31,0.31,0.31,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CHI,ATQ,CHI,ATQ,0.75,2,0.82,0.76,0.76,0.76,0,2,0
FlyDealFarePanelDOW_US_FPCMP2,ATL,CCU,ATL,CCU,1.2,1,1.2,1.21,1.21,1.21,1,2,1.2
FlyDealFarePanelM_US_FPCMP2,MEM,BOM,MEM,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DFW,BOM,DFW,BOM,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelD_US_FPCMP2,NYC,AMD,NYC,AMD,0.95,2,1.02,0.96,0.96,0.96,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,SEA,HYD,SEA,0.25,2,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelM_US_FPCMP2,STL,HYD,STL,HYD,1,2,1.22,1.01,1.01,1.01,3,16,3
FlyDealFarePanelM_US_FPCMP2,SAV,DEL,SAV,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEN,MAA,DEN,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,BOM,PHX,BOM,PHX,0.45,3,1.22,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,MSY,COK,MSY,COK,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,STV,ORD,STV,ORD,0.45,3,1.22,0.46,0.46,0.46,1,1,0.45
FlyDealFarePanelM_US_FPCMP2,OAK,DEL,OAK,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,PVD,PGH,PVD,PGH,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelD_US_FPCMP2,MIA,BLR,MIA,BLR,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAS,BLR,LAS,BLR,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,RDU,HYD,RDU,HYD,0.75,3,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BNA,HYD,BNA,HYD,0.75,2,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BOS,BDQ,BOS,BDQ,0.9,2,1.22,0.91,0.91,0.91,0,1,0
FlyDealFarePanelM_US_FPCMP2,MIA,MAA,MIA,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLT,AMD,CLT,AMD,1,2.07,1.22,1.01,1.01,1.01,0,16,0
FlyDealFarePanelM_US_FPCMP2,SLC,IXC,SLC,IXC,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,ORF,COK,ORF,COK,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,CLT,DEL,CLT,DEL,1,3.03,1.51,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,BLR,ATL,BLR,ATL,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,TPA,HYD,TPA,HYD,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelM_US_FPCMP2,DAL,TRV,DAL,TRV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLT,MAA,CLT,MAA,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,JFK,TRV,JFK,TRV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CAE,BOM,CAE,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,FAI,BOM,FAI,BOM,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,HYD,LAX,HYD,1,3.73,1.51,1.22,1.01,1.01,0,6,0
FlyDealFarePanelDOW_US_FPCMP2,IAD,HYD,IAD,HYD,1.2,2,3.62,1.21,1.21,1.21,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,HYD,PHL,HYD,1,2,1.22,1.01,1.01,1.01,0,7,0
FlyDealFarePanelD_US_FPCMP2,LAX,MAA,LAX,MAA,0.95,2.73,1.02,0.96,0.96,0.96,1,4,0.47
FlyDealFarePanelM_US_FPCMP2,JFK,BOM,JFK,BOM,1,2.09,1.51,1.01,1.01,1.01,1,14,1
FlyDealFarePanelMOW_US_FPCMP2,SAT,COK,SAT,COK,0.75,1,0.75,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,DFW,HYD,DFW,0.25,3.23,1.23,0.47,0.26,0.26,1,9,0.25
FlyDealFarePanelM_US_FPCMP2,LAX,TRV,LAX,TRV,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelD_US_FPCMP2,ATL,BOM,ATL,BOM,0.95,5.49,4.1,1.02,1.01,0.96,1,8,0.47
FlyDealFarePanelM_US_FPCMP2,ORD,BDQ,ORD,BDQ,1,2,1.22,1.01,1.01,1.01,0,5,0
FlyDealFarePanelM_US_FPCMP2,ATL,AMD,ATL,AMD,1,2,1.22,1.01,1.01,1.01,2,13,2
FlyDealFarePanelM_US_FPCMP2,HOU,HYD,HOU,HYD,1,3,1.22,1.01,1.01,1.01,0,7,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,CMH,HYD,CMH,0.25,3,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,MAA,LAX,MAA,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,PHL,BOM,PHL,BOM,1,2,1.22,1.01,1.01,1.01,0,7,0
FlyDealFarePanelD_US_FPCMP2,MEM,BLR,MEM,BLR,0.95,3,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelM_US_FPCMP2,CLT,BOM,CLT,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,IAD,BDQ,IAD,BDQ,1,3,2.23,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,RDU,HYD,RDU,0.25,2.54,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelD_US_FPCMP2,ATL,TRV,ATL,TRV,0.95,2,1.02,0.96,0.96,0.96,1,2,0.47
FlyDealFarePanelMOW_US_FPCMP2,ORD,MAA,ORD,MAA,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,VCV,DEL,VCV,DEL,0.75,1,0.75,0.76,0.76,0.76,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,PHL,BLR,PHL,BLR,1.2,1,1.2,1.21,1.21,1.21,1,2,1.2
FlyDealFarePanelM_US_FPCMP2,BWI,ATQ,BWI,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,CCU,PHX,CCU,PHX,0.25,2,1.22,0.26,0.26,0.26,1,1,0.25
FlyDealFarePanelMOW_US_FPCMP2,AMD,PHX,AMD,PHX,0.25,2,1.22,0.26,0.26,0.26,1,3,0.25
FlyDealFarePanelM_US_FPCMP2,LAX,ATQ,LAX,ATQ,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelD_US_FPCMP2,LAX,ATQ,LAX,ATQ,0.95,2,1.02,0.96,0.96,0.96,0,3,0
FlyDealFarePanelM_US_FPCMP2,HYD,ORD,HYD,ORD,0.45,3.56,1.22,0.65,0.46,0.46,0,2,0
FlyDealFarePanelM_US_FPCMP2,HOU,AMD,HOU,AMD,1,2,1.22,1.01,1.01,1.01,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,JFK,HYD,JFK,0.92,2,1.22,0.93,0.93,0.93,0,11,0
FlyDealFarePanelM_US_FPCMP2,TYS,AMD,TYS,AMD,1,3,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,FAR,DEL,FAR,DEL,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,DET,DEL,DET,DEL,1,1,1,1.01,1.01,1.01,1,1,1
FlyDealFarePanelD_US_FPCMP2,IAD,MAA,IAD,MAA,0.95,3.08,1.58,1.02,0.96,0.96,1,6,0.95
FlyDealFarePanelM_US_FPCMP2,EWR,BLR,EWR,BLR,1,2.87,1.22,1.06,1.01,1.01,2,8,2
FlyDealFarePanelD_US_FPCMP2,JFK,COK,JFK,COK,1.17,1,1.17,1.18,1.18,1.18,0,3,0
FlyDealFarePanelD_US_FPCMP2,CID,BOM,CID,BOM,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,USA,BOM,USA,BOM,0.75,2,1.22,0.76,0.76,0.76,1,1,0.75
FlyDealFarePanelM_US_FPCMP2,CHI,MAA,CHI,MAA,1,1,1,1.01,1.01,1.01,0,2,0
FlyDealFarePanelD_US_FPCMP2,EWR,AMD,EWR,AMD,0.95,5.13,3.24,1.02,1.01,0.96,1,6,0.47
FlyDealFarePanelD_US_FPCMP2,DTT,DEL,DTT,DEL,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,DFW,TRV,DFW,TRV,1,2.37,1.22,1.01,1.01,1.01,2,3,2
FlyDealFarePanelM_US_FPCMP2,MAF,SXV,MAF,SXV,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,HYD,ATL,HYD,ATL,0.55,3,1.17,0.56,0.56,0.56,0,1,0
FlyDealFarePanelM_US_FPCMP2,HOU,BOM,HOU,BOM,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,BOM,MIA,BOM,MIA,0.25,2,1.22,0.26,0.26,0.26,0,2,0
FlyDealFarePanelD_US_FPCMP2,IAH,TRV,IAH,TRV,0.95,2.26,1.02,0.96,0.96,0.96,1,3,0.47
FlyDealFarePanelM_US_FPCMP2,ONT,ATQ,ONT,ATQ,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,EWR,BLR,EWR,BLR,0.92,2,1.22,0.93,0.93,0.93,1,9,0.92
FlyDealFarePanelD_US_FPCMP2,CLT,BOM,CLT,BOM,0.95,2,1.02,0.96,0.96,0.96,0,5,0
FlyDealFarePanelM_US_FPCMP2,ICT,HYD,ICT,HYD,1,2,1.22,1.01,1.01,1.01,0,1,0
FlyDealFarePanelD_US_FPCMP2,HYD,SFO,HYD,SFO,0.55,3,1.02,0.56,0.56,0.56,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEN,BOM,DEN,BOM,1,2,1.22,1.01,1.01,1.01,1,2,1
FlyDealFarePanelM_US_FPCMP2,SEA,DEL,SEA,DEL,1,2.21,1.22,1.01,1.01,1.01,1,24,1
FlyDealFarePanelD_US_FPCMP2,BLI,DEL,BLI,DEL,0.95,2,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,HYD,CHI,HYD,CHI,0.45,2.54,0.67,0.47,0.46,0.46,0,3,0
FlyDealFarePanelMOW_US_FPCMP2,HYD,STL,HYD,STL,0.92,2,1.22,0.93,0.93,0.93,0,1,0
FlyDealFarePanelDOW_US_FPCMP2,LAX,DEL,LAX,DEL,1.41,1.66,1.93,1.42,1.42,1.42,2,3,1.4
FlyDealFarePanelDOW_US_FPCMP2,AUS,BLR,AUS,BLR,1.2,1,1.2,1.21,1.21,1.21,1,1,1.2
FlyDealFarePanelMOW_US_FPCMP2,BWI,DEL,BWI,DEL,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,DCA,HYD,DCA,HYD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelD_US_FPCMP2,SFO,HYD,SFO,HYD,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelMOW_US_FPCMP2,IAD,AMD,IAD,AMD,0.92,3.53,1.51,1.22,0.93,0.93,0,5,0
FlyDealFarePanelM_US_FPCMP2,CLT,BHO,CLT,BHO,1,2,1.22,1.01,1.01,1.01,1,1,1
FlyDealFarePanelM_US_FPCMP2,HYD,PDX,HYD,PDX,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelM_US_FPCMP2,DFW,HYD,DFW,HYD,1,3.07,3.01,1.22,1.01,1.01,3,68,3
FlyDealFarePanelD_US_FPCMP2,ROC,DEL,ROC,DEL,0.95,3,1.02,0.96,0.96,0.96,1,2,0.95
FlyDealFarePanelD_US_FPCMP2,SAV,BOM,SAV,BOM,0.95,2,1.02,0.96,0.96,0.96,1,1,0.95
FlyDealFarePanelD_US_FPCMP2,OMA,GOI,OMA,GOI,0.95,3,1.02,0.96,0.96,0.96,0,1,0
FlyDealFarePanelM_US_FPCMP2,MIA,BOM,MIA,BOM,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,AMD,ORD,AMD,ORD,0.25,2.23,1.22,0.26,0.26,0.26,1,4,0.25
FlyDealFarePanelMOW_US_FPCMP2,CLE,AMD,CLE,AMD,0.75,3,1.22,0.76,0.76,0.76,0,2,0
FlyDealFarePanelM_US_FPCMP2,FMY,AMD,FMY,AMD,1,1,1,1.01,1.01,1.01,0,1,0
FlyDealFarePanelM_US_FPCMP2,CLE,DEL,CLE,DEL,1,2,1.22,1.01,1.01,1.01,0,6,0
FlyDealFarePanelMOW_US_FPCMP2,BDQ,ATL,BDQ,ATL,0.25,2,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,LAX,AMD,LAX,AMD,1,2,1.22,1.01,1.01,1.01,1,5,1
FlyDealFarePanelD_US_FPCMP2,BOS,HYD,BOS,HYD,0.95,2.19,1.02,0.96,0.96,0.96,1,5,0.95
FlyDealFarePanelDOW_US_FPCMP2,LBB,BOM,LBB,BOM,1.2,1,1.2,1.21,1.21,1.21,0,1,0
FlyDealFarePanelD_US_FPCMP2,MIA,BOM,MIA,BOM,0.95,2.47,1.02,0.96,0.96,0.96,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,SFO,DEL,SFO,DEL,0.92,2.25,1.51,1.22,0.93,0.93,1,12,0.92
FlyDealFarePanelMOW_US_FPCMP2,BOM,IAH,BOM,IAH,0.25,2,1.22,0.26,0.26,0.26,0,1,0
FlyDealFarePanelM_US_FPCMP2,AUS,VGA,AUS,VGA,1,2,1.22,1.01,1.01,1.01,0,2,0
FlyDealFarePanelMOW_US_FPCMP2,LAX,AMD,LAX,AMD,0.75,2,1.22,0.76,0.76,0.76,0,1,0
FlyDealFarePanelM_US_FPCMP2,DEL,CVG,DEL,CVG,0.45,2,1.22,0.46,0.46,0.46,0,1,0
FlyDealFarePanelD_US_FPCMP2,IAH,HYD,IAH,HYD,0.95,2,1.02,0.96,0.96,0.96,1,3,0.47
FlyDealFarePanelMOW_US_FPCMP2,CVG,DEL,CVG,DEL,1.21,2,1.22,1.22,1.22,1.22,0,1,0
